"","ID","Treatment","Date","Year","N","YrCol","Time","Family","count"
"3620","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae",0
"3621","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cryptophagidae",0
"3622","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Latridiidae",0
"3623","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phalacridae",0
"3624","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scirtidae",0
"3625","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae",0
"3626","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Lampyridae",0
"3627","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chrysomelidae",0
"3628","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Nitidulidae",0
"3629","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthicidae.Larvae",0
"3630","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae.Larvae",0
"3631","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae.Larvae",0
"3632","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Collembola",0
"3633","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cecidomyiidae",0
"3634","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sciaridae",0
"3635","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scatopsidae",0
"3636","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phoridae",0
"3637","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ceratopogonidae",0
"3638","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chironomidae",22
"3639","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Culicidae",0
"3640","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chaoboridae",0
"3641","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Dolichopodidae",1
"3642","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Empididae",0
"3643","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Psychodidae",0
"3644","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ephydridae",1
"3645","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Carnidae",0
"3646","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sciomyzidae",0
"3647","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ulidiidae",0
"3648","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chloropidae",0
"3649","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Agromyzidae",0
"3650","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Drosophilidae",0
"3651","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Muscidae",0
"3652","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthomyiidae",0
"3653","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Calliphoridae",0
"3654","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Stratiomyidae",0
"3655","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Tabanidae",0
"3656","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Tipulidae",0
"3657","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Dixidae",0
"3658","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Syrphidae",0
"3659","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Caenidae",0
"3660","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Pteromalidae",0
"3661","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Eulophidae",0
"3662","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Aphelinidae",0
"3663","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ceraphronidae",0
"3664","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scelionidae",0
"3665","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Platygastridae",0
"3666","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Braconidae",2
"3667","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ichneumonidae",0
"3668","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Pompilidae",0
"3669","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Formicidae",2
"3670","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Diapriidae",0
"3671","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sphecidae",0
"3672","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Crabronidae",0
"3673","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Eurytomidae",0
"3674","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Mymaridae",0
"3675","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Encyrtidae",0
"3676","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Halictidae",0
"3677","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Aphididae",0
"3678","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cicadellidae",0
"3679","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthocoridae",0
"3680","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Miridae",0
"3681","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Hemerobiidae",1
"3682","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Libellulidae",0
"3683","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Lestidae",0
"3684","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coenagrionidae",0
"3685","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Thysanoptera",1
"3686","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Hydroptilidae",0
"3687","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Leptoceridae",0
"3688","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Molannidae",0
"3689","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Polycentropodidae",0
"3690","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phryganeidae",0
"3691","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Limnephilidae",0
"3692","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Psocoptera",0
"3693","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cosmopterigidae",0
"3694","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Gracillariidae",0
"3695","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Noctuidae",0
"3696","UNM1","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Crambidae",0
"3697","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Araneae",0
"3698","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Acari",0
"3699","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Curculionidae",0
"3700","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Staphylinidae",0
"3701","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Carabidae",0
"3702","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthicidae",0
"3703","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Throscidae",0
"3704","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae",0
"3705","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cryptophagidae",0
"3706","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Latridiidae",0
"3707","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phalacridae",0
"3708","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scirtidae",0
"3709","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae",0
"3710","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Lampyridae",0
"3711","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chrysomelidae",0
"3712","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Nitidulidae",0
"3713","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthicidae.Larvae",0
"3714","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae.Larvae",0
"3715","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae.Larvae",0
"3716","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Collembola",0
"3717","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cecidomyiidae",0
"3718","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sciaridae",0
"3719","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scatopsidae",0
"3720","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phoridae",0
"3721","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ceratopogonidae",0
"3722","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chironomidae",43
"3723","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Culicidae",0
"3724","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chaoboridae",0
"3725","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Dolichopodidae",0
"3726","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Empididae",0
"3727","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Psychodidae",0
"3728","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ephydridae",0
"3729","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Carnidae",0
"3730","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sciomyzidae",0
"3731","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ulidiidae",0
"3732","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chloropidae",0
"3733","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Agromyzidae",0
"3734","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Drosophilidae",0
"3735","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Muscidae",0
"3736","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthomyiidae",0
"3737","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Calliphoridae",0
"3738","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Stratiomyidae",0
"3739","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Tabanidae",0
"3740","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Tipulidae",0
"3741","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Dixidae",0
"3742","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Syrphidae",0
"3743","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Caenidae",0
"3744","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Pteromalidae",0
"3745","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Eulophidae",0
"3746","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Aphelinidae",0
"3747","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ceraphronidae",0
"3748","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scelionidae",0
"3749","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Platygastridae",0
"3750","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Braconidae",0
"3751","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ichneumonidae",0
"3752","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Pompilidae",0
"3753","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Formicidae",0
"3754","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Diapriidae",0
"3755","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sphecidae",0
"3756","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Crabronidae",0
"3757","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Eurytomidae",0
"3758","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Mymaridae",0
"3759","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Encyrtidae",0
"3760","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Halictidae",0
"3761","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Aphididae",0
"3762","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cicadellidae",1
"3763","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthocoridae",0
"3764","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Miridae",0
"3765","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Hemerobiidae",0
"3766","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Libellulidae",0
"3767","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Lestidae",0
"3768","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coenagrionidae",0
"3769","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Thysanoptera",0
"3770","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Hydroptilidae",0
"3771","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Leptoceridae",0
"3772","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Molannidae",0
"3773","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Polycentropodidae",0
"3774","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phryganeidae",0
"3775","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Limnephilidae",0
"3776","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Psocoptera",0
"3777","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cosmopterigidae",0
"3778","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Gracillariidae",0
"3779","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Noctuidae",0
"3780","UNM2","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Crambidae",0
"3781","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Araneae",0
"3782","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Acari",0
"3783","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Curculionidae",0
"3784","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Staphylinidae",0
"3785","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Carabidae",0
"3786","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthicidae",0
"3787","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Throscidae",0
"3788","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae",0
"3789","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cryptophagidae",0
"3790","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Latridiidae",0
"3791","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phalacridae",0
"3792","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scirtidae",0
"3793","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae",0
"3794","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Lampyridae",0
"3795","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chrysomelidae",0
"3796","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Nitidulidae",0
"3797","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthicidae.Larvae",0
"3798","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae.Larvae",0
"3799","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae.Larvae",0
"3800","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Collembola",0
"3801","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cecidomyiidae",0
"3802","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sciaridae",0
"3803","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scatopsidae",0
"3804","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phoridae",0
"3805","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ceratopogonidae",0
"3806","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chironomidae",27
"3807","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Culicidae",0
"3808","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chaoboridae",0
"3809","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Dolichopodidae",0
"3810","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Empididae",0
"3811","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Psychodidae",0
"3812","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ephydridae",0
"3813","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Carnidae",0
"3814","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sciomyzidae",0
"3815","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ulidiidae",0
"3816","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chloropidae",0
"3817","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Agromyzidae",0
"3818","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Drosophilidae",0
"3819","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Muscidae",0
"3820","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthomyiidae",0
"3821","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Calliphoridae",0
"3822","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Stratiomyidae",0
"3823","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Tabanidae",0
"3824","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Tipulidae",0
"3825","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Dixidae",0
"3826","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Syrphidae",0
"3827","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Caenidae",0
"3828","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Pteromalidae",0
"3829","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Eulophidae",0
"3830","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Aphelinidae",0
"3831","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ceraphronidae",0
"3832","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scelionidae",0
"3833","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Platygastridae",0
"3834","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Braconidae",0
"3835","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ichneumonidae",0
"3836","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Pompilidae",0
"3837","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Formicidae",0
"3838","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Diapriidae",0
"3839","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sphecidae",0
"3840","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Crabronidae",0
"3841","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Eurytomidae",0
"3842","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Mymaridae",0
"3843","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Encyrtidae",0
"3844","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Halictidae",0
"3845","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Aphididae",0
"3846","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cicadellidae",0
"3847","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthocoridae",0
"3848","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Miridae",0
"3849","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Hemerobiidae",0
"3850","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Libellulidae",0
"3851","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Lestidae",0
"3852","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coenagrionidae",0
"3853","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Thysanoptera",0
"3854","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Hydroptilidae",0
"3855","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Leptoceridae",0
"3856","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Molannidae",0
"3857","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Polycentropodidae",0
"3858","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phryganeidae",0
"3859","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Limnephilidae",0
"3860","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Psocoptera",0
"3861","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cosmopterigidae",0
"3862","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Gracillariidae",1
"3863","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Noctuidae",0
"3864","UNM3","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Crambidae",0
"3865","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Araneae",0
"3866","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Acari",0
"3867","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Curculionidae",0
"3868","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Staphylinidae",0
"3869","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Carabidae",0
"3870","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthicidae",0
"3871","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Throscidae",0
"3872","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae",0
"3873","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cryptophagidae",0
"3874","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Latridiidae",0
"3875","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phalacridae",0
"3876","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scirtidae",0
"3877","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae",0
"3878","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Lampyridae",0
"3879","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chrysomelidae",0
"3880","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Nitidulidae",0
"3881","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Anthicidae.Larvae",0
"3882","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Coccinellidae.Larvae",0
"3883","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Erotylidae.Larvae",0
"3884","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Collembola",0
"3885","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Cecidomyiidae",0
"3886","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Sciaridae",0
"3887","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Scatopsidae",0
"3888","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Phoridae",0
"3889","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Ceratopogonidae",0
"3890","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chironomidae",6
"3891","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Culicidae",1
"3892","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Chaoboridae",0
"3893","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Dolichopodidae",1
"3894","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Empididae",0
"3895","UNM4","Remnant","28-Jun-17",2017,"Col._2","2017Col._2",39,"Psychodidae",1
